Distance_(pixels),Gray_Value
1866,2040.862
1867,2047.272
1868,1969.695
1869,1951.132
1870,1957.765
1871,1907.088
1872,1938.668
1873,2078.141
1874,2100.500
1875,2040.346
1876,1923.268
1877,1959.815
1878,2141.554
1879,2375.589
1880,2815.145
1881,2933.001
1882,2640.084
1883,2409.716
1884,2329.460
1885,2359.155
1886,2444.059
1887,2476.901
1888,2540.909
1889,2521.171
1890,2390.197
1891,2192.751
1892,2014.290
1893,1869.218
1894,1955.551
1895,1986.523
1896,1978.430
1897,2043.138
1898,1977.316
1899,1847.511
1900,1855.487
1901,1885.294
1902,1945.790
1903,1955.833
1904,1894.986
1905,1889.396
1906,1910.535
1907,1992.346
1908,2246.970
1909,2306.650
1910,2065.010
1911,2114.200
1912,2263.984
1913,2140.482
1914,1935.581
1915,1898.708
1916,1869.346
1917,1871.686
1918,1842.882
1919,1846.501
1920,1911.388
1921,1907.664
1922,1852.187
1923,1676.578
1924,1669.251
1925,1975.296
1926,2031.840
1927,1866.540
1928,1823.091
1929,1858.246
1930,1906.372
1931,1863.785
1932,1775.997
1933,1717.015
1934,1749.996
1935,1814.863
1936,1923.372
1937,2040.199
1938,1893.170
1939,1671.045
1940,1549.763
1941,1530.940
1942,1563.789
1943,1622.988
1944,1745.975
1945,1877.233
1946,1897.493
1947,1776.804
1948,1741.249
1949,1676.884
1950,1612.853
1951,1676.802
1952,1796.893
1953,1921.208
1954,1942.077
1955,1769.602
1956,1703.738
1957,1820.210
1958,1841.625
1959,1663.970
1960,1586.592
1961,1622.102
1962,1556.741
1963,1479.449
1964,1553.583
1965,1613.161
1966,1682.481
1967,1753.484
1968,1787.048
1969,1807.016
1970,1811.034
1971,1840.411
1972,1748.278
1973,1758.311
1974,1862.696
1975,1859.362
1976,1907.538
1977,1949.203
1978,2004.025
1979,2212.333
1980,2333.376
1981,2225.423
1982,2018.259
1983,1765.210
1984,1630.314
1985,1644.272
1986,1766.036
1987,1902.202
1988,2003.600
1989,2027.389
1990,1947.684
1991,1885.789
1992,1834.981
1993,1836.003
1994,1829.846
1995,1791.507
1996,1654.685
1997,1652.331
1998,1796.037
1999,1939.699
2000,1891.660
2001,1750.285
2002,1788.676
2003,1748.565
2004,1709.775
2005,1703.046
2006,1700.122
2007,1685.305
2008,1698.028
2009,1852.327
2010,2156.670
2011,2327.855
2012,2502.261
2013,2487.849
2014,2182.058
2015,1914.718
2016,1835.868
2017,1778.536
2018,1709.556
2019,1678.749
2020,1654.352
2021,1705.639
2022,1862.616
2023,2097.975
2024,2284.457
2025,2297.050
2026,2291.866
2027,2256.819
2028,2057.824
2029,1849.025
2030,1783.155
2031,1864.183
2032,1913.859
2033,1971.926
2034,1902.714
2035,1846.499
2036,1911.682
2037,1914.132
2038,1920.399
2039,1971.613
2040,2120.694
2041,2451.375
2042,2494.594
2043,2237.428
2044,2040.746
2045,1891.048
2046,1784.188
2047,1818.050
2048,1790.260
2049,1739.474
2050,1727.245
2051,1738.907
2052,1908.228
2053,2102.411
2054,2022.732
2055,1777.952
2056,1627.694
2057,1718.214
2058,1800.896
2059,1723.629
2060,1676.105
2061,1651.129
2062,1728.680
2063,1844.488
2064,1946.994
2065,2046.380
2066,2163.066
2067,2339.306
2068,2362.364
2069,2135.597
2070,2008.722
2071,1976.039
2072,1926.518
2073,1950.042
2074,1941.046
2075,1969.879
2076,1981.813
2077,1967.463
2078,1887.104
2079,1827.532
2080,1806.755
2081,1742.337
2082,1728.786
2083,1703.075
2084,1739.922
2085,1908.692
2086,2033.516
2087,1928.172
2088,1913.904
2089,1902.496
2090,1871.185
2091,2125.427
2092,2434.435
2093,2196.132
2094,1803.217
2095,1767.592
2096,1749.464
2097,1764.283
2098,1859.631
2099,1900.124
2100,1882.408
2101,1899.232
2102,2122.344
2103,2472.014
2104,2633.043
2105,2507.893
2106,2395.661
2107,2276.434
2108,2281.039
2109,2431.013
2110,2455.821
2111,2132.760
2112,1799.111
2113,1813.036
2114,1857.273
2115,1774.992
2116,1749.198
2117,1740.798
2118,1734.392
2119,1862.070
2120,2005.457
2121,1946.761
2122,1940.128
2123,2137.088
2124,2281.355
2125,2120.135
2126,1872.859
2127,1746.509
2128,1695.231
2129,1729.483
2130,1820.143
2131,1836.828
2132,1733.975
2133,1786.809
2134,1880.319
2135,1700.789
2136,1517.325
2137,1554.190
2138,1690.256
2139,1682.292
2140,1681.843
2141,1709.448
2142,1698.124
2143,1747.204
2144,2108.496
2145,2638.648
2146,2782.442
2147,2498.638
2148,2363.008
2149,2240.332
2150,1986.662
2151,2001.065
2152,1934.256
2153,1861.981
2154,1888.141
2155,1724.418
2156,1570.155
2157,1608.034
2158,1804.533
2159,1911.557
2160,1923.708
2161,2084.037
2162,2132.742
2163,2023.245
2164,2160.270
2165,2399.553
2166,2520.790
2167,2362.029
2168,2290.203
2169,2268.824
2170,1999.042
2171,1682.686
2172,1596.484
2173,1632.934
2174,1620.361
2175,1590.479
2176,1712.668
2177,1673.051
2178,1624.728
2179,1681.650
2180,1609.461
2181,1622.653
2182,1810.489
2183,1986.791
2184,1892.578
2185,1779.783
2186,1742.118
2187,1629.348
2188,1499.046
2189,1508.965
2190,1593.272
2191,1628.422
2192,1614.734
2193,1755.697
2194,2132.361
2195,2071.038
2196,1739.314
2197,1650.679
2198,1577.645
2199,1490.557
2200,1559.119
2201,1810.971
2202,2002.296
2203,2034.656
2204,1996.763
2205,1854.197
2206,1765.220
2207,1831.657
2208,1954.261
2209,1971.312
2210,1936.839
2211,1842.847
2212,1702.276
2213,1593.448
2214,1637.660
2215,1717.920
2216,1766.678
2217,1855.731
2218,1906.348
2219,1842.059
2220,1935.582
2221,2067.351
2222,2021.829
2223,1937.775
2224,1929.692
2225,1756.378
2226,1688.763
2227,1919.245
2228,2113.682
2229,2064.455
2230,1878.859
2231,1743.342
2232,1667.564
2233,1643.741
2234,1608.758
2235,1561.869
2236,1636.920
2237,1960.748
2238,2117.909
2239,1834.060
2240,1528.127
2241,1469.923
2242,1560.758
2243,1619.753
2244,1598.310
2245,1498.374
2246,1533.387
2247,1645.744
2248,1610.340
2249,1603.089
2250,1589.411
2251,1561.530
2252,1624.783
2253,1648.047
2254,1580.011
2255,1611.282
2256,1665.512
2257,1667.194
2258,1665.289
2259,1588.993
2260,1552.072
2261,1607.918
2262,1689.037
2263,1724.101
2264,1544.676
2265,1569.062
2266,1635.865
2267,1552.950
2268,1438.693
2269,1471.261
2270,1517.702
2271,1508.125
2272,1424.457
2273,1366.673
2274,1520.754
2275,1702.324
2276,1761.070
2277,1729.276
2278,1792.788
2279,2172.910
2280,2373.002
2281,2014.787
2282,1627.896
2283,1549.049
2284,1531.382
2285,1510.473
2286,1622.270
2287,1817.875
2288,1905.609
2289,1856.417
2290,1868.036
2291,1894.754
2292,1748.914
2293,1580.536
2294,1522.153
2295,1568.726
2296,1599.955
2297,1582.841
2298,1597.820
2299,1809.250
2300,2095.406
2301,2117.191
2302,1896.325
2303,1686.062
2304,1593.681
2305,1571.956
2306,1609.119
2307,1654.014
2308,1718.588
2309,1895.934
2310,2141.000
2311,2121.603
2312,1829.120
2313,1566.376
2314,1416.449
2315,1335.781
2316,1386.759
2317,1655.555
2318,1908.533
2319,1871.523
2320,1648.561
2321,1481.957
2322,1434.007
2323,1413.602
2324,1404.803
2325,1597.445
2326,1723.573
2327,1557.943
2328,1407.726
2329,1450.233
2330,1501.463
2331,1453.076
2332,1370.892
2333,1389.643
2334,1655.052
2335,1919.676
2336,1933.857
2337,1796.029
2338,1639.386
2339,1531.122
2340,1554.745
2341,1775.672
2342,2108.998
2343,2387.686
2344,2326.507
2345,1831.676
2346,1619.092
2347,1583.814
2348,1420.290
2349,1375.955
2350,1439.978
2351,1441.456
2352,1460.146
2353,1507.355
2354,1525.869
2355,1521.489
2356,1513.467
2357,1573.510
2358,1629.675
2359,1630.335
2360,1803.835
2361,2057.779
2362,2047.457
2363,1795.240
2364,1598.563
2365,1475.795
2366,1453.172
2367,1447.693
2368,1377.910
2369,1384.203
2370,1380.879
2371,1445.323
2372,1479.551
2373,1416.217
2374,1406.690
2375,1376.930
2376,1286.316
2377,1266.171
2378,1319.334
2379,1660.318
2380,2195.845
2381,2514.194
2382,2338.819
2383,1875.030
2384,1818.978
2385,1861.684
2386,1664.458
2387,1406.301
2388,1449.992
2389,1777.646
2390,1958.976
2391,1763.028
2392,1512.428
2393,1482.113
2394,1592.639
2395,1556.807
2396,1488.347
2397,1498.924
2398,1681.966
2399,1929.354
2400,2056.787
2401,2121.780
2402,2025.262
2403,1714.131
2404,1569.458
2405,1523.483
2406,1447.474
2407,1445.023
2408,1440.885
2409,1459.578
2410,1386.839
2411,1320.516
2412,1459.299
2413,1580.915
2414,1524.371
2415,1462.084
2416,1447.504
2417,1457.925
2418,1511.698
2419,1476.092
2420,1507.551
2421,1649.435
2422,1650.758
2423,1589.138
2424,1603.407
2425,1686.376
2426,1761.872
2427,1774.698
2428,1732.564
2429,1702.766
2430,1646.688
2431,1654.306
2432,1656.026
2433,1554.054
2434,1423.062
2435,1342.155
2436,1292.177
2437,1358.695
2438,1390.929
2439,1411.778
2440,1455.197
2441,1500.229
2442,1560.374
2443,1837.020
2444,2198.534
2445,2435.024
2446,2393.691
2447,1926.752
2448,1574.635
2449,1467.999
2450,1479.521
2451,1400.701
2452,1372.124
2453,1421.382
2454,1427.305
2455,1372.429
2456,1328.740
2457,1348.735
2458,1323.403
2459,1234.493
2460,1255.129
2461,1367.190
2462,1433.751
2463,1455.964
2464,1423.594
2465,1369.700
2466,1406.761
2467,1419.740
2468,1380.575
2469,1407.618
2470,1555.479
2471,1616.127
2472,1464.866
2473,1373.754
2474,1451.296
2475,1544.312
2476,1551.435
2477,1547.889
2478,1440.876
2479,1328.276
2480,1311.109
2481,1275.362
2482,1229.098
2483,1191.164
2484,1187.074
2485,0.000
