x,x_displacement,y_displacement
-31.6206,-0.015170687500000002,-0.007292637499999997
-31.3019,-0.015372487499999997,-0.007225437499999994
-30.9831,-0.015643187500000003,-0.0071200374999999955
-30.6644,-0.015951387499999997,-0.0069565374999999985
-30.3456,-0.016214887499999997,-0.006733837499999992
-30.0269,-0.016334787500000003,-0.006461237499999994
-29.7081,-0.0161888875,-0.006216337499999995
-29.3893,-0.0157492875,-0.006058137499999998
-29.0706,-0.015080887500000001,-0.006031037499999996
-28.7518,-0.014296887500000001,-0.006133837499999996
-28.4331,-0.013497687500000001,-0.006312637499999996
-28.1143,-0.012733787500000003,-0.006498137499999994
-27.7955,-0.012013087499999998,-0.006646337499999995
-27.4768,-0.0113367875,-0.006763137499999995
-27.158,-0.0107233875,-0.006904437499999992
-26.8393,-0.0101900875,-0.007147737499999994
-26.5205,-0.0097233875,-0.007533337499999994
-26.2017,-0.0092511875,-0.008017937499999996
-25.883,-0.0086599875,-0.008486737499999994
-25.5642,-0.007865987499999998,-0.008807837499999999
-25.2455,-0.006880787499999999,-0.00887993749999999
-24.9267,-0.005812587500000001,-0.008664737499999992
-24.6079,-0.004806187500000003,-0.008212337499999993
-24.2892,-0.003963587499999997,-0.007653137499999997
-23.9704,-0.0032901874999999997,-0.007138937499999998
-23.6517,-0.0026716874999999987,-0.006779537499999995
-23.3329,-0.0019225875000000031,-0.006615437499999995
-23.0141,-0.0008879874999999995,-0.006577837499999996
-22.6954,0.0004748124999999978,-0.006473937499999992
-22.3766,0.0020506125,-0.006085437499999992
-22.0579,0.003599512499999999,-0.005318437499999995
-21.7391,0.004878912499999999,-0.004271137499999994
-21.4204,0.005767012500000002,-0.0032286374999999923
-21.1016,0.006326412500000003,-0.0025765374999999965
-20.7828,0.006783512499999998,-0.002607537499999993
-20.4641,0.007439812499999997,-0.003343037499999993
-20.1453,0.008560212499999997,-0.0045299374999999975
-19.8266,0.010282412499999997,-0.0057710374999999925
-19.5078,0.012613112500000002,-0.006663837499999999
-19.189,0.015448712500000003,-0.006917837499999996
-18.8703,0.018599712500000004,-0.006445837499999996
-18.5515,0.021835412499999998,-0.0053815374999999985
-18.2328,0.024934912500000003,-0.004018537499999995
-17.914,0.027700912499999994,-0.0027155374999999968
-17.5952,0.0300012125,-0.001806237499999995
-17.2765,0.0318279125,-0.0015218374999999978
-16.9577,0.0333689125,-0.0019523374999999982
-16.639,0.034943512499999996,-0.0029955374999999923
-16.3202,0.0368282125,-0.0043120374999999975
-16.0014,0.0391361125,-0.005426337499999996
-15.6827,0.0417765125,-0.005905337499999996
-15.3639,0.0444997125,-0.005522537499999994
-15.0452,0.0471058125,-0.004361537499999998
-14.7264,0.0495987125,-0.0027583374999999924
-14.4077,0.052220012499999996,-0.0011607374999999948
-14.0889,0.055410012499999994,6.086250000000154e-05
-13.7701,0.0596750125,0.0007369625000000074
-13.4514,0.0653010125,0.0009346625000000025
-13.1326,0.0721660125,0.0009205625000000064
-12.8139,0.07976101249999999,0.0010040625000000067
-12.4951,0.0874600125,0.0013788625000000082
-12.1763,0.0947330125,0.002071462500000003
-11.8576,0.10129201249999999,0.0029424625000000065
-11.5388,0.1071330125,0.003771562500000006
-11.2201,0.1124660125,0.004387162500000007
-10.9013,0.11754901250000001,0.004663262500000008
-10.5825,0.1226170125,0.004521662500000002
-10.2638,0.1278730125,0.003922362500000005
-9.94502,0.13347801250000002,0.0028283625000000076
-9.62626,0.1394960125,0.0012643625000000047
-9.3075,0.14590301249999998,-0.0006124374999999932
-8.98874,0.1526230125,-0.0025179374999999976
