x,x_displacement,y_displacement
-31.6206,-0.0073271687500000016,-0.007899381250000018
-31.3019,-0.006702768750000001,-0.008007381250000015
-30.9831,-0.0060972687500000025,-0.008087381250000011
-30.6644,-0.00555726875,-0.008099381249999996
-30.3456,-0.005117868750000001,-0.008008381250000016
-30.0269,-0.004688368750000001,-0.007813381250000015
-29.7081,-0.004438968750000001,-0.0075273812500000065
-29.3893,-0.0042453687500000024,-0.007247381250000004
-29.0706,-0.00404766875,-0.007060381250000011
-28.7518,-0.0038260687500000015,-0.007009381250000016
-28.4331,-0.003567768750000002,-0.0070873812500000105
-28.1143,-0.0032585687499999995,-0.007252381250000009
-27.7955,-0.0029111687500000018,-0.007463381249999998
-27.4768,-0.0025890687499999995,-0.00769738125000001
-27.158,-0.0023914687500000004,-0.007963381249999998
-26.8393,-0.0024001687500000007,-0.008293381249999995
-26.5205,-0.0026220687500000013,-0.008704381250000018
-26.2017,-0.002961568750000001,-0.009173381250000015
-25.883,-0.0032550687499999995,-0.009641381250000011
-25.5642,-0.003351468750000003,-0.010031381250000013
-25.2455,-0.003196768750000002,-0.010270381250000002
-24.9267,-0.0028510687500000013,-0.010307381250000011
-24.6079,-0.0024397687500000015,-0.010142381250000013
-24.2892,-0.0020788687500000007,-0.009835381250000011
-23.9704,-0.0018117687500000014,-0.009497381250000006
-23.6517,-0.001578168750000001,-0.009249381250000008
-23.3329,-0.0012495687500000026,-0.009173381250000015
-23.0141,-0.0007084687499999999,-0.009238381249999997
-22.6954,8.043124999999873e-05,-0.00929738125
-22.3766,0.0010319312499999997,-0.009173381250000015
-22.0579,0.001968531249999999,-0.008766381249999997
-21.7391,0.0027128312499999988,-0.008105381250000002
-21.4204,0.0031837312499999985,-0.007376381249999994
-21.1016,0.003434831249999999,-0.0068643812500000095
-20.7828,0.003617731249999999,-0.006796381249999997
-20.4641,0.003906331249999999,-0.0072003812500000125
-20.1453,0.004434431249999999,-0.007924381250000015
-19.8266,0.005286831249999999,-0.008716381250000002
-19.5078,0.006524411249999999,-0.009295381249999998
-19.189,0.008173711249999998,-0.00944538125000001
-18.8703,0.010199781249999998,-0.009091381250000016
-18.5515,0.012458161249999999,-0.008302381250000004
-18.2328,0.014687151249999999,-0.007263381249999992
-17.914,0.01656529925,-0.006223381250000007
-17.5952,0.017847601249999998,-0.005429381250000018
-17.2765,0.01851083125,-0.005025381250000002
-16.9577,0.01880014125,-0.005029381250000006
-16.639,0.01911226125,-0.00535638125
-16.3202,0.019783931249999998,-0.005851381249999996
-16.0014,0.02089183125,-0.006378381249999995
-15.6827,0.02223041125,-0.0068703812500000155
-15.3639,0.023484171249999998,-0.0073123812500000135
-15.0452,0.02445742125,-0.007696381250000009
-14.7264,0.02522452125,-0.00799338125
-14.4077,0.026105461249999996,-0.008144381250000013
-14.0889,0.027518231249999997,-0.008125381249999994
-13.7701,0.029807031249999998,-0.007994381250000002
-13.4514,0.03306453125,-0.007859381250000005
-13.1326,0.03707033125,-0.007789381249999991
-12.8139,0.041386431249999994,-0.007778381250000008
-12.4951,0.045562031249999996,-0.0077513812500000084
-12.1763,0.04929843125,-0.0076273812499999954
-11.8576,0.05252573125,-0.007395381250000013
-11.5388,0.055430931249999996,-0.007113381250000009
-11.2201,0.05835673125,-0.0068493812499999945
-10.9013,0.06163263125,-0.0066263812499999936
-10.5825,0.06545973125,-0.006382381249999999
-10.2638,0.06982873125,-0.006053381250000003
-9.94502,0.07447403125,-0.005683381249999994
-9.62626,0.07896693125,-0.0054003812500000165
-9.3075,0.08295653125,-0.005364381250000008
-8.98874,0.08631523125,-0.005705381250000016
-8.66998,0.08915973125,-0.006455381250000017
-8.35123,0.09187743125,-0.0075193812499999985
-8.03247,0.09504703125,-0.008702381250000016
-7.71371,0.09917623125,-0.00975938124999999
-7.39495,0.10433783125,-0.01039738124999999
-7.07619,0.11005753125,-0.010396381250000017
-6.75743,0.11549143125,-0.00990838125
-6.43867,0.11981083125,-0.009097381249999995
-6.11991,0.12263583125000001,-0.008303381250000005
-5.80115,0.12424383125,-0.007908381249999999
-5.48239,0.12661083125,-0.010609381250000008
-5.16363,0.12751383125,-0.010217381250000004
-4.84487,0.12927783125,-0.009453381250000017
-4.52611,0.13237883125,-0.009719381250000006
-4.20736,0.13585583125,-0.00941838125000001
-3.8886,0.13914383125,-0.00879738125
-3.56984,0.14187783125,-0.008579381250000004
-3.25108,0.14367383125,-0.00932438125
-2.93232,0.14433983125,-0.011077381250000004
-2.61356,0.14402883125,-0.01335938125000001
-2.2948,0.14312483125,-0.015255381249999991
-1.97604,0.14226383125,-0.015936381250000006
-1.65728,0.14221783125,-0.01509838125
