x,y,x-displacement,y-displacement
-29.7081,11.8752,-0.02892296,-0.04225962500000001
-29.3893,11.8752,-0.028723330000000002,-0.04351262500000003
-29.0706,11.8752,-0.02849993,-0.045237625000000004
-28.7518,11.8752,-0.028297250000000003,-0.04733262500000002
-28.4331,11.8752,-0.02816411,-0.04976862500000001
-28.1143,11.8752,-0.02815432,-0.05258762500000003
-27.7955,11.8752,-0.0283049,-0.05535462500000002
-29.7081,11.5565,-0.02851057,-0.03905562500000001
-29.3893,11.5565,-0.02822512,-0.04002162500000002
-29.0706,11.5565,-0.02789676,-0.04139562500000002
-28.7518,11.5565,-0.02756723,-0.04316462500000001
-28.4331,11.5565,-0.027299610000000002,-0.045341625000000024
-28.1143,11.5565,-0.0271408,-0.04793462500000001
-27.7955,11.5565,-0.0271302,-0.05061362500000002
-27.4768,11.5565,-0.02611203,-0.04691762500000002
-30.0269,11.2377,-0.02773168,-0.029422625000000008
-29.7081,11.2377,-0.02804684,-0.03570662500000002
-29.3893,11.2377,-0.02766536,-0.03638762500000001
-29.0706,11.2377,-0.02721983,-0.03739162500000001
-28.7518,11.2377,-0.02674603,-0.03877762500000001
-28.4331,11.2377,-0.02630982,-0.04061162500000001
-28.1143,11.2377,-0.02594289,-0.04289262500000002
-27.7955,11.2377,-0.02567651,-0.045397625000000025
-27.4768,11.2377,-0.02452479,-0.04338462500000001
-27.158,11.2377,-0.022734159,-0.04127562500000001
49.6629,11.2377,-0.02724559,-0.018631625000000013
49.9817,11.2377,-0.02669204,-0.01693322500000001
50.3005,11.2377,-0.02557854,-0.014799525000000008
50.6192,11.2377,-0.024177320000000002,-0.01253792500000002
50.938,11.2377,-0.022871804000000003,-0.010363825000000007
51.2567,11.2377,-0.0219171192,-0.008216125000000019
51.5755,11.2377,-0.021550263,-0.006143125000000013
51.8943,11.2377,-0.021682745,-0.004043225000000011
52.213,11.2377,-0.022143612,-0.0019574250000000126
52.5318,11.2377,-0.022790952,-0.00012692500000001383
52.8505,11.2377,-0.02353997,0.001146574999999983
53.1693,11.2377,-0.02432856,0.001661174999999987
53.4881,11.2377,-0.02507471,0.0014501749999999841
53.8068,11.2377,-0.02568617,0.0006793749999999821
54.1256,11.2377,-0.026148280000000003,-0.00046102500000001767
54.4443,11.2377,-0.0265881,-0.0018637250000000105
54.7631,11.2377,-0.02723394,-0.003551425000000011
55.0819,11.2377,-0.02826629,-0.005581525000000018
55.4006,11.2377,-0.02965581,-0.007898325000000012
55.7194,11.2377,-0.03113296,-0.01027462500000001
56.0381,11.2377,-0.03232705,-0.012406025000000015
56.3569,11.2377,-0.03291265,-0.014037825000000018
56.6757,11.2377,-0.03278945,-0.01505232500000002
56.9944,11.2377,-0.03215415,-0.01554332500000001
57.3132,11.2377,-0.03139341,-0.01577012500000001
57.6319,11.2377,-0.03087882,-0.015973925000000014
57.9507,11.2377,-0.0307937,-0.01621702500000001
58.2694,11.2377,-0.03108483,-0.01633652500000002
58.5882,11.2377,-0.03152125,-0.016027925000000012
58.907,11.2377,-0.03184162,-0.014969625000000014
59.2257,11.2377,-0.031935580000000005,-0.01302632500000002
59.5445,11.2377,-0.031840690000000005,-0.010350325000000007
59.8632,11.2377,-0.03159769,-0.00729342500000002
60.182,11.2377,-0.03112711,-0.004273225000000019
60.5008,11.2377,-0.030260910000000002,-0.001621025000000012
60.8195,11.2377,-0.02901516,0.00043747499999999273
61.1383,11.2377,-0.027605360000000002,0.0018359749999999897
61.457,11.2377,-0.02599924,0.0027793749999999867
61.7758,11.2377,-0.0243594,0.0034140749999999886
-30.0269,10.919,-0.02749597,-0.028336625000000018
-29.7081,10.919,-0.02753228,-0.03241762500000002
-29.3893,10.919,-0.027050750000000002,-0.032842625000000014
-29.0706,10.919,-0.0264856,-0.03348862500000001
-28.7518,10.919,-0.025861000000000002,-0.03445662500000002
-28.4331,10.919,-0.02523365,-0.035867625000000014
-28.1143,10.919,-0.02460806,-0.03774462500000002
-27.7955,10.919,-0.0239937,-0.03996762500000001
-27.4768,10.919,-0.022668071,-0.03943962500000002
-27.158,10.919,-0.02065478,-0.03842462500000002
-26.8393,10.919,-0.01700872,-0.036895625000000015
-26.5205,10.919,-0.016022810000000002,-0.03841262500000002
-23.9704,10.919,0.0003833499999999976,-0.03843762500000002
39.7814,10.919,0.007476049999999998,-0.03574762500000002
40.1002,10.919,0.0071591499999999995,-0.036589625000000014
40.4189,10.919,0.006212949999999998,-0.036714625000000015
40.7377,10.919,0.00461025,-0.03600962500000002
41.0565,10.919,0.0025267499999999977,-0.03463562500000002
41.3752,10.919,0.00024555000000000063,-0.03301662500000001
41.694,10.919,-0.0017492500000000008,-0.03167962500000002
42.0127,10.919,-0.003267950000000002,-0.030961625000000007
42.3315,10.919,-0.004413550000000002,-0.03078062500000002
42.6502,10.919,-0.00545085,-0.03061862500000001
42.969,10.919,-0.0066327500000000015,-0.029773625000000012
43.2878,10.919,-0.00812905,-0.02771262500000002
43.6065,10.919,-0.009929650000000002,-0.02433162500000001
43.9253,10.919,-0.01186995,-0.02008162500000002
44.244,10.919,-0.013776050000000001,-0.015793425000000014
44.5628,10.919,-0.015563030000000002,-0.012350425000000012
44.8816,10.919,-0.01713787,-0.010347625000000013
45.2003,10.919,-0.01840758,-0.009900425000000018
45.5191,10.919,-0.01931206,-0.010675825000000014
45.8378,10.919,-0.019856600000000002,-0.012140625000000016
46.1566,10.919,-0.02012692,-0.013793025000000014
46.4754,10.919,-0.02027412,-0.015284825000000016
46.7941,10.919,-0.0204225,-0.01643162500000002
47.1129,10.919,-0.02061895,-0.01722612500000001
47.4316,10.919,-0.0208875,-0.01776762500000001
47.7504,10.919,-0.021307206000000002,-0.018181625000000007
48.0692,10.919,-0.0220096542,-0.01861062500000002
48.3879,10.919,-0.0231208,-0.01917062500000001
48.7067,10.919,-0.024664770000000003,-0.01981762500000002
49.0254,10.919,-0.02647451,-0.02032162500000001
49.3442,10.919,-0.02817756,-0.02038562500000002
49.6629,10.919,-0.02811073,-0.018820625000000007
49.9817,10.919,-0.0279622,-0.01740762500000001
50.3005,10.919,-0.0271847,-0.015567825000000007
50.6192,10.919,-0.026017890000000002,-0.013584025000000013
50.938,10.919,-0.0248156,-0.011672325000000011
51.2567,10.919,-0.02384305,-0.009811725000000007
51.5755,10.919,-0.0233228,-0.00802712500000001
51.8943,10.919,-0.023211600000000002,-0.006235725000000011
52.213,10.919,-0.023382240000000002,-0.004471425000000015
52.5318,10.919,-0.0237115,-0.002930725000000009
52.8505,10.919,-0.024107840000000002,-0.0018558250000000193
53.1693,10.919,-0.0244959,-0.001396125000000012
53.4881,10.919,-0.02480485,-0.0015063250000000167
53.8068,10.919,-0.024987540000000003,-0.0020453250000000145
54.1256,10.919,-0.02508474,-0.0028795250000000078
54.4443,10.919,-0.025265100000000002,-0.003959925000000017
54.7631,10.919,-0.02577203,-0.005347925000000017
55.0819,10.919,-0.0267774,-0.0071174250000000105
55.4006,10.919,-0.0282334,-0.009213025000000014
55.7194,10.919,-0.02985627,-0.011401925000000007
56.0381,10.919,-0.03126376,-0.01338022500000001
56.3569,10.919,-0.03211685,-0.01490322500000002
56.6757,10.919,-0.032288750000000005,-0.01586902500000001
56.9944,10.919,-0.03193786,-0.016380725000000013
57.3132,10.919,-0.03141693,-0.016698425000000017
57.6319,10.919,-0.03107984,-0.01705612500000002
57.9507,10.919,-0.03110951,-0.017507625000000013
58.2694,10.919,-0.031462130000000005,-0.017887625000000018
58.5882,10.919,-0.03191363,-0.017884625000000015
58.907,10.919,-0.03219775,-0.01716052500000001
59.2257,10.919,-0.03218445,-0.015542925000000013
59.5445,10.919,-0.03190271,-0.01313492500000002
59.8632,10.919,-0.03141109,-0.010245725000000011
60.182,10.919,-0.03067976,-0.007271425000000012
60.5008,10.919,-0.02960875,-0.0045617250000000165
60.8195,10.919,-0.028217810000000003,-0.0023674250000000063
61.1383,10.919,-0.02675764,-0.0008299250000000091
61.457,10.919,-0.02517496,0.00023167499999998675
61.7758,10.919,-0.02360706,0.0009484749999999903
62.0946,10.919,-0.01944831,-0.0010339250000000189
-30.3456,10.6002,-0.02722399,-0.024961625000000015
-30.0269,10.6002,-0.02719889,-0.027109625000000012
-29.7081,10.6002,-0.02697721,-0.029436625000000008
-29.3893,10.6002,-0.026395870000000002,-0.029665625000000015
-29.0706,10.6002,-0.02571809,-0.030004625000000007
-28.7518,10.6002,-0.02495516,-0.03056262500000001
-28.4331,10.6002,-0.024140480000000002,-0.031502625000000006
-28.1143,10.6002,-0.023240260000000002,-0.032899625000000016
-27.7955,10.6002,-0.022230013,-0.034731625000000016
-27.4768,10.6002,-0.02066826,-0.035244625000000016
-27.158,10.6002,-0.018491550000000002,-0.03521862500000002
-26.8393,10.6002,-0.015075090000000001,-0.03447162500000002
-26.5205,10.6002,-0.01371494,-0.03585762500000002
-26.2017,10.6002,-0.008157850000000001,-0.03291462500000002
-25.883,10.6002,-0.007505650000000001,-0.03356062500000001
-25.5642,10.6002,-0.0072467500000000015,-0.03447762500000001
-24.2892,10.6002,-0.0015588500000000005,-0.03688462500000002
-23.9704,10.6002,0.0005000499999999984,-0.03758562500000001
-23.6517,10.6002,0.002905249999999998,-0.03671862500000002
35.0,10.6002,0.012405849999999996,-0.04313262500000001
35.3188,10.6002,0.014533650000000002,-0.04213662500000001
35.6375,10.6002,0.01740655,-0.04073562500000001
35.9563,10.6002,0.02095015,-0.038990625000000015
36.2751,10.6002,0.024227649999999996,-0.03709362500000002
37.2313,10.6002,0.024014550000000003,-0.03246462500000001
37.5501,10.6002,0.02006935,-0.03212862500000001
37.8689,10.6002,0.01572895,-0.03236562500000001
38.1876,10.6002,0.012027450000000002,-0.03306862500000002
