x;y;x-displacement;y-displacement;Correlation value;Peak ratio;Uncertainty Vx;Uncertainty Vy
-28.7518;12.5128;0.0161259;-0.0423308;0.890335;100;0.00222998;0.00334761
-28.4331;12.5128;0.0162104;-0.0430217;0.869714;2.95634;0.0024595;0.00354082
-28.1143;12.5128;0.0162802;-0.0438789;0.820132;2.41742;0.00267327;0.00396352
-29.3893;12.194;0.0168486;-0.0368277;0.950849;2.80031;0.00163075;0.00233021
-29.0706;12.194;0.0170713;-0.0374445;0.949321;3.10316;0.00158233;0.00235411
-28.7518;12.194;0.0166169;-0.0404912;0.948897;100;0.00164391;0.00251946
-28.4331;12.194;0.0167832;-0.041236;0.936354;100;0.00175928;0.00261487
-28.1143;12.194;0.016933;-0.0421728;0.925636;100;0.00190276;0.00261159
-27.7955;12.194;0.0179816;-0.041658;0.910329;2.66662;0.00207224;0.00303077
-27.4768;12.194;0.0182904;-0.0430162;0.901391;2.46028;0.00218887;0.00510553
-27.158;12.194;0.0187496;-0.0443284;0.861495;100;0.00226293;0.00686297
-26.8393;12.194;0.0193197;-0.045462;0.82848;100;0.00233256;0.00730284
-29.7081;11.8752;0.0169648;-0.0333342;0.964786;2.88875;0.00166607;0.00200641
-29.3893;11.8752;0.0169814;-0.0355179;0.971992;2.62451;0.00149554;0.00169191
-29.0706;11.8752;0.0172767;-0.0360604;0.973075;100;0.00137471;0.00168125
-28.7518;11.8752;0.0171158;-0.0384161;0.973713;100;0.00130861;0.00176061
-28.4331;11.8752;0.0173852;-0.0391772;0.970244;100;0.00133176;0.00184187
-28.1143;11.8752;0.0176385;-0.0401484;0.965845;100;0.00145487;0.00188117
-27.7955;11.8752;0.0185545;-0.0400159;0.959139;100;0.0015922;0.00220847
-27.4768;11.8752;0.0189784;-0.0413401;0.949484;100;0.0016543;0.00302385
-27.158;11.8752;0.0195737;-0.0426337;0.944101;2.71375;0.00174099;0.00447241
-26.8393;11.8752;0.0203002;-0.04375;0.923501;2.58617;0.00183097;0.00457885
-26.5205;11.8752;0.0227295;-0.0427395;0.912447;100;0.00202651;0.00437819
-26.2017;11.8752;0.023517;-0.0430408;0.873636;100;0.00279199;0.00496562
-25.883;11.8752;0.0240321;-0.0429067;0.801248;100;0.00461967;0.00656875
-29.7081;11.5565;0.0169058;-0.0325184;0.970609;2.3178;0.00141254;0.00150971
-29.3893;11.5565;0.0170748;-0.0340931;0.974624;2.50365;0.00130274;0.00130574
-29.0706;11.5565;0.0174465;-0.0345437;0.979336;3.08401;0.00125091;0.00129198
-28.7518;11.5565;0.0175697;-0.0362039;0.979802;100;0.00114998;0.00132935
-28.4331;11.5565;0.0179627;-0.0369285;0.980362;100;0.00113175;0.00140474
-28.1143;11.5565;0.0183451;-0.0378682;0.978885;100;0.00123563;0.00138956
-27.7955;11.5565;0.019163;-0.0381038;0.976167;100;0.00128721;0.00161971
-27.4768;11.5565;0.0197246;-0.039348;0.97517;100;0.00132814;0.00204381
-27.158;11.5565;0.0204706;-0.0405778;0.972939;100;0.00146906;0.00234834
-26.8393;11.5565;0.0213614;-0.0416373;0.966262;2.16812;0.00157466;0.00281241
-26.5205;11.5565;0.0234479;-0.0409665;0.956035;1.96279;0.00172322;0.00296368
-26.2017;11.5565;0.0243222;-0.0412042;0.943156;1.85479;0.00232084;0.00345686
