x;y;x-displacement;y-displacement;Correlation value;Peak ratio;Uncertainty Vx;Uncertainty Vy
-0.382245;8.05012;0.0492157;-0.0561513;0.875805;100;0.00122683;0.00102398
0.574032;8.05012;0.0475671;-0.0566688;0.940162;100;0.00188175;0.00114164
1.53031;8.05012;0.0475486;-0.0560857;0.968481;100;0.00151696;0.0012251
-0.382245;7.09385;0.0497671;-0.055136;0.984896;1.74619;0.000973231;0.00100137
0.574032;7.09385;0.049282;-0.0561298;0.993864;1.15574;0.00134054;0.000835675
1.53031;7.09385;0.0497526;-0.0570735;0.978943;100;0.0010162;0.00131371
-0.382245;6.13757;0.0493298;-0.0554293;0.987947;100;0.00116038;0.00137234
0.574032;6.13757;0.050902;-0.0558226;0.984335;2.40934;0.00125715;0.000927886
1.53031;6.13757;0.0495043;-0.0571135;0.930039;100;0.00110503;0.00121284
0.574032;-4.38149;0.0464209;-0.0499594;0.894161;100;0.00149572;0.000864805
-0.382245;-5.33776;0.0460641;-0.0502313;0.910791;2.57689;0.000871825;0.000955821
0.574032;-5.33776;0.0468916;-0.0509901;0.984596;1.57954;0.000860415;0.000937412
1.53031;-5.33776;0.0473556;-0.0523549;0.950258;1.94052;0.000712298;0.00131814
-0.382245;-6.29404;0.0464089;-0.0517831;0.982092;100;0.000802815;0.00146305
0.574032;-6.29404;0.0468864;-0.051803;0.972732;100;0.00089622;0.00144557
1.53031;-6.29404;0.0474231;-0.0511935;0.942303;2.81966;0.000836285;0.00152406
