"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   
          0,           0,          69,      -6.227325279,      -4.005883659,      -4.414323349,     -0.2492318334
          0,           0,          70,      -6.252124951,      -3.985684316,        -4.5490211,     -0.2739145096
          0,           0,          71,      -6.214203839,      -3.982078159,      -4.486031326,     -0.2350715252
          0,           0,          72,      -6.214077175,      -3.989979684,      -4.469577281,     -0.2346055055
          0,           0,          73,      -6.230824961,      -4.021045873,      -4.477666217,     -0.2512598122
          0,           0,          74,      -6.256934121,       -4.05845176,      -4.512279537,     -0.2773612392
          0,           0,          75,      -6.279776089,      -4.089347258,      -4.547136588,     -0.3001209589
          0,           0,          76,      -6.299501101,      -4.113458493,      -4.574074598,     -0.3196877039
          0,           0,          77,      -6.343575308,      -4.197108667,      -4.551331772,     -0.3641771295
          0,           0,          78,       -6.39083525,      -4.168802746,      -4.757574731,     -0.4114153013
          0,           0,          79,      -6.394210963,      -4.239187152,       -4.65774557,      -0.414742746
          0,           0,          80,      -6.420522589,      -4.192917656,      -4.814069768,     -0.4407250318
          0,           0,          81,      -6.416711233,      -4.254206781,      -4.670028955,     -0.4368195342
          0,           0,          82,      -6.452452693,      -4.219811414,      -4.823629996,     -0.4723744007
          0,           0,          83,      -6.457403683,      -4.276555224,      -4.706924138,     -0.4773368001
          0,           0,          84,      -6.496268899,      -4.242562336,      -4.868851617,     -0.5160669593
          0,           0,          85,      -6.506622316,      -4.291830354,      -4.762713845,     -0.5264883897
          0,           0,          86,      -6.541813492,      -4.256499113,       -4.92039017,     -0.5615290974
          0,           0,          87,      -6.555985042,      -4.299934927,       -4.81774427,     -0.5758426167
          0,           0,          88,      -6.586233999,      -4.266737892,      -4.968470762,     -0.6059243181
          0,           0,          89,      -6.605541976,      -4.307175413,      -4.873066027,     -0.6254779052
          0,           0,          90,      -6.629808292,      -4.277186233,      -5.018063504,      -0.649545301
          0,           0,          91,      -6.655101215,       -4.31669381,      -4.930684538,     -0.6752077891
          0,           0,          92,      -6.671814355,      -4.290060357,      -5.068135108,     -0.6916552827
          0,           0,          93,       -6.70297957,      -4.329460781,      -4.987631518,     -0.7233155882
          0,           0,          94,      -6.710637322,      -4.305683397,      -5.115388932,      -0.730599064
          0,           0,          95,      -6.746341516,      -4.345481509,      -5.039256909,     -0.7669064079
          0,           0,          96,      -6.743943647,      -4.324289347,       -5.15645295,     -0.7639960366
          0,           0,          97,      -6.781207086,      -4.364847772,      -5.078763338,     -0.8018993672
          0,           0,          98,      -6.769497839,      -4.346165731,      -5.187222826,      -0.789536293
          0,           0,          99,      -6.804440405,      -4.387619698,      -5.101064736,     -0.8250481437
          0,           0,         100,      -6.786405822,       -4.37171369,      -5.206091582,     -0.8062832523
          0,           0,         101,       -6.81559062,      -4.414639448,      -5.106573081,     -0.8358854269
          0,           0,         102,      -6.795332811,      -4.401600823,      -5.214453702,     -0.8149224631
          0,           0,         103,      -6.816455085,      -4.446232677,      -5.099733353,     -0.8362841289
          0,           0,         104,      -6.797853736,      -4.435897589,      -5.214861603,     -0.8170830068
          0,           0,         105,      -6.810192777,      -4.482340096,      -5.085859613,     -0.8295120151
          0,           0,         106,      -6.796054126,      -4.474232144,      -5.210118328,     -0.8149101434
          0,           0,         107,      -6.741705337,      -4.476721506,      -5.094086633,     -0.7600723947
          0,           0,         108,      -6.723284224,      -4.497867133,      -5.040721623,     -0.7414929634
          0,           0,         109,      -6.719391606,      -4.531459521,      -5.019967255,     -0.7374804361
          0,           0,         110,      -6.723566587,      -4.566791536,      -5.026172634,     -0.7415611591
          0,           0,         111,      -6.725407066,      -4.597701296,      -5.031664312,     -0.7433320718
          0,           0,         112,      -6.725211886,      -4.624761038,      -5.031780653,      -0.743090744
          0,           0,         113,      -6.724386898,      -4.649868523,      -5.028160864,     -0.7422386534
          0,           0,         114,      -6.724782421,      -4.673297388,      -5.025400146,     -0.7426224033
          0,           0,         115,       -6.72698565,      -4.694213696,       -5.02526062,     -0.7448257833
          0,           0,         116,      -6.731045099,      -4.711955467,      -5.027839618,     -0.7488952173
          0,           0,         117,      -6.736820715,      -4.726670853,      -5.032595555,     -0.7546881059
          0,           0,         118,      -6.744258396,      -4.738924427,      -5.039243191,     -0.7621485052
          0,           0,         119,      -6.753371467,      -4.749207654,      -5.047750731,      -0.771288868
          0,           0,         120,      -6.764213415,      -4.757826555,      -5.058201277,     -0.7821614394
          0,           0,         121,      -6.776848409,      -4.765076385,      -5.070669495,     -0.7948292134
          0,           0,         122,      -6.791345473,      -4.771299839,      -5.085234034,      -0.809360868
          0,           0,         123,       -6.80776685,      -4.776723509,      -5.102012984,     -0.8258184052
          0,           0,         124,      -6.826172072,      -4.781624163,      -5.121102816,     -0.8442612546
          0,           0,         125,      -6.846604107,      -4.786320331,      -5.142609901,     -0.8647327511
          0,           0,         126,      -6.869084026,       -4.79099663,      -5.166609159,     -0.8872541343
          0,           0,         127,      -6.893609964,      -4.795860375,      -5.193165943,     -0.9118239655
          0,           0,         128,      -6.920159457,      -4.801134701,      -5.222309192,     -0.9384211216
          0,           0,         129,      -6.948668516,      -4.806927107,      -5.254067179,     -0.9669821563
          0,           0,         130,      -6.979012267,      -4.813329125,      -5.288427428,     -0.9973831405
          0,           0,         131,      -7.010967914,      -4.820446546,      -5.325343094,      -1.029402225
          0,           0,         132,      -7.089316435,      -4.889371506,      -5.328210443,      -1.108287567
          0,           0,         133,      -7.126229575,      -4.859831208,      -5.529183247,      -1.145146381
          0,           0,         134,       -7.17090907,      -4.909563794,      -5.470132568,      -1.190360692
          0,           0,         135,      -7.175248531,      -4.866274411,      -5.585326262,      -1.194366292
          0,           0,         136,      -7.217860566,      -4.911786119,      -5.499982683,      -1.237612445
          0,           0,         137,      -7.221045904,      -4.880671732,       -5.60162732,      -1.240373882
          0,           0,         138,      -7.277850004,      -4.927455946,      -5.557454423,      -1.298056844
          0,           0,         139,      -7.266087636,       -4.90012074,      -5.650474233,      -1.285635025
          0,           0,         140,       -7.32664966,      -4.946167257,      -5.613852189,      -1.347221051
          0,           0,         141,      -7.294867795,      -4.920030139,      -5.683447512,      -1.314493684
          0,           0,         142,      -7.348505006,      -4.965658866,      -5.630898699,      -1.369077727
          0,           0,         143,      -7.306004452,      -4.941657432,      -5.692972124,      -1.325553355
          0,           0,         144,      -7.346470052,      -4.987377877,      -5.618693799,      -1.366730058
          0,           0,         145,      -7.302970547,      -4.965007565,      -5.689814391,      -1.322337342
          0,           0,         146,      -7.327499058,       -5.01103736,      -5.590748722,      -1.347306537
          0,           0,         147,      -7.290295016,      -4.989421583,        -5.6783122,      -1.309440535
          0,           0,         148,      -7.300330523,      -5.035799395,      -5.557158694,      -1.319704473
          0,           0,         149,      -7.273157278,      -5.014167431,      -5.662923279,      -1.292095465
          0,           0,         150,      -7.272216371,      -5.060872029,      -5.525316482,      -1.291253521
          0,           0,         151,      -7.255782728,       -5.03852618,      -5.647491271,      -1.274559319
          0,           0,         152,      -7.247419263,      -5.085594495,      -5.498649045,      -1.266214876
          0,           0,         153,      -7.240955686,       -5.06205909,      -5.634138235,      -1.259607129
          0,           0,         154,       -7.17315128,      -5.048139914,      -5.501426029,      -1.191527627
          0,           0,         155,      -7.154887461,      -5.052663156,       -5.45595891,      -1.173204966
          0,           0,         156,       -7.15317643,      -5.072508094,      -5.439071888,      -1.171469943
          0,           0,         157,      -7.161140096,      -5.094198629,      -5.450475858,      -1.179430384
          0,           0,         158,      -7.165979732,       -5.11000584,      -5.459946764,      -1.184265294
          0,           0,         159,       -7.16876881,      -5.121224282,       -5.46392537,      -1.187048183
          0,           0,         160,      -7.171485652,      -5.131585038,      -5.464643985,      -1.189758311
          0,           0,         161,      -7.176367064,      -5.142555371,      -5.467270474,       -1.19463454
          0,           0,         162,      -7.183894575,      -5.153577399,      -5.473501942,      -1.202159232
          0,           0,         163,      -7.193891298,      -5.163669217,      -5.483156426,      -1.212155259
          0,           0,         164,       -7.20600924,      -5.172649339,      -5.495386596,      -1.224273929
          0,           0,         165,      -7.220082294,      -5.180911772,      -5.509748014,      -1.238349222
          0,           0,         166,      -7.236055572,      -5.188770895,      -5.526187575,      -1.254326171
          0,           0,         167,      -7.253923965,      -5.196447754,      -5.544789324,      -1.272200113
          0,           0,         168,      -7.273693704,      -5.203975169,      -5.565621481,       -1.29197765
          0,           0,         169,      -7.295389469,      -5.211434194,       -5.58873676,      -1.313684164
          0,           0,         170,      -7.319047971,      -5.218869222,      -5.614211724,      -1.337356092
          0,           0,         171,       -7.34469835,      -5.226479665,      -5.642158513,      -1.363023889
          0,           0,         172,      -7.372325419,       -5.23438417,      -5.672690029,      -1.390672793
          0,           0,         173,      -7.401837974,      -5.242604707,      -5.705858214,      -1.420212109
          0,           0,         174,      -7.433076155,      -5.251235688,      -5.741619133,      -1.451482331
          0,           0,         175,      -7.465782572,      -5.260351556,       -5.77985176,       -1.48422672
          0,           0,         176,      -7.544964083,      -5.327177404,      -5.784017633,      -1.563940577
          0,           0,         177,      -7.581016997,      -5.299833647,      -5.981788891,      -1.599900572
          0,           0,         178,      -7.628046816,      -5.350332809,      -5.927158363,      -1.647472611
          0,           0,         179,      -7.631022753,      -5.310142143,      -6.039725118,       -1.65007066
          0,           0,         180,      -7.676120355,      -5.356234114,      -5.958072626,      -1.695809629
          0,           0,         181,      -7.676551344,      -5.326796351,       -6.05650242,      -1.695774414
          0,           0,         182,      -7.735229968,      -5.373643013,      -6.014073343,        -1.7553249
          0,           0,         183,      -7.719876601,      -5.347517015,      -6.103727292,      -1.739277534
          0,           0,         184,      -7.781261278,      -5.393743839,      -6.066750059,      -1.801657873
          0,           0,         185,      -7.746189915,      -5.368447543,      -6.134643044,        -1.7656486
          0,           0,         186,      -7.799337734,      -5.414351702,      -6.079463718,      -1.819700933
          0,           0,         187,      -7.754705494,      -5.390740695,      -6.142108199,      -1.774090785
          0,           0,         188,      -7.793691591,      -5.436929518,      -6.063680926,      -1.813751576
          0,           0,         189,      -7.749476991,      -5.414400832,      -6.136949641,      -1.768706199
          0,           0,         190,      -7.772248688,      -5.461086387,      -6.033620234,      -1.791898673
          0,           0,         191,      -7.735388213,      -5.438879799,      -6.123993296,      -1.754433688
          0,           0,         192,       -7.74390547,      -5.486144718,      -5.999346473,      -1.763176101
          0,           0,         193,      -7.717585656,      -5.463521989,      -6.107846788,      -1.736462983
          0,           0,         194,      -7.715523289,      -5.511326507,      -5.967600581,       -1.73449943
          0,           0,         195,      -7.700075916,      -5.487599919,      -6.092168694,      -1.718817565
          0,           0,         196,      -7.690952753,      -5.535892231,      -5.941414208,      -1.709717115
          0,           0,         197,        -7.6854288,      -5.510547946,      -6.078939247,      -1.704067224
          0,           0,         198,      -7.617881542,      -5.497466846,      -5.944790061,      -1.636260855
          0,           0,         199,      -7.599951226,      -5.499734207,      -5.900579115,      -1.618271312
          0,           0,         200,      -7.598520091,      -5.518598523,      -5.883813121,      -1.616820225
          0,           0,         201,      -7.606976614,      -5.540446459,      -5.895627204,      -1.625279847
          0,           0,         202,      -7.612302591,      -5.556573708,      -5.905641035,      -1.630606084
          0,           0,         203,      -7.615550575,      -5.567705263,      -5.910287849,      -1.633851038
          0,           0,         204,      -7.618675647,      -5.577630582,      -5.911542243,      -1.636970458
          0,           0,         205,      -7.623964646,      -5.588164225,      -5.914616314,      -1.642254289
          0,           0,         206,      -7.631927099,       -5.59892404,      -5.921296347,      -1.650213463
          0,           0,         207,       -7.64239354,      -5.608941652,       -5.93147064,      -1.660678622
          0,           0,         208,      -7.655005864,      -5.617938088,      -5.944280736,      -1.673291186
          0,           0,         209,      -7.669584361,      -5.626180392,      -5.959241185,      -1.687871002
          0,           0,         210,      -7.686076214,      -5.634116988,      -5.976282017,      -1.704365468
          0,           0,         211,      -7.704473471,      -5.641934479,      -5.995492235,      -1.722767131
          0,           0,         212,      -7.724776806,      -5.649627211,      -6.016944891,      -1.743076696
          0,           0,         213,      -7.747011093,      -5.657270521,      -6.040691883,      -1.765319551
          0,           0,         214,      -7.771213627,      -5.664951083,      -6.066819745,       -1.78953336
          0,           0,         215,      -7.797406377,      -5.672811663,      -6.095447444,      -1.815740799
          0,           0,         216,      -7.825564045,      -5.680992736,      -6.126674117,       -1.84391735
          0,           0,         217,      -7.855583638,      -5.689544962,       -6.16053884,      -1.873960712
          0,           0,         218,      -7.887282392,      -5.698490825,      -6.196988715,      -1.905687541
          0,           0,         219,      -7.920374979,      -5.707911614,      -6.235862321,      -1.938813106
          0,           0,         220,      -8.000654777,      -5.774375462,      -6.240845494,      -2.019637356
          0,           0,         221,      -8.035551473,      -5.747308197,      -6.436280599,      -2.054422562
          0,           0,         222,      -8.084469097,      -5.797977579,      -6.384673454,      -2.103896038
          0,           0,         223,      -8.085915097,      -5.758828327,       -6.49424759,      -2.104941505
          0,           0,         224,      -8.132863955,      -5.804908778,      -6.415871169,      -2.152542392
          0,           0,         225,      -8.130918172,      -5.776149416,      -6.510784007,      -2.150104129
          0,           0,         226,      -8.190660183,      -5.822776697,      -6.470436107,      -2.210715723
          0,           0,         227,      -8.172439955,      -5.797305627,      -6.556221884,       -2.19177913
          0,           0,         228,      -8.233512825,      -5.843307195,      -6.519186514,      -2.253817232
          0,           0,         229,      -8.196232371,      -5.818690725,      -6.584607483,      -2.215605906
          0,           0,         230,      -8.247649236,      -5.864386989,      -6.527175918,      -2.267871964
          0,           0,         231,      -8.202290701,      -5.841357216,      -6.589775059,      -2.221577267
          0,           0,         232,      -8.238753478,      -5.887303651,      -6.507962299,      -2.258656251
          0,           0,         233,      -8.195239038,      -5.865295077,      -6.582858254,      -2.214370419
          0,           0,         234,      -8.215536215,      -5.911723552,      -6.476304105,      -2.235045106
          0,           0,         235,      -8.180192436,      -5.889965833,      -6.568910367,      -2.199152313
          0,           0,         236,      -8.186746208,      -5.936982452,      -6.441835771,      -2.205905805
          0,           0,         237,      -8.162165085,      -5.914662217,       -6.55248093,      -2.180971571
          0,           0,         238,      -8.158703179,      -5.962190015,       -6.41065849,        -2.1775958
          0,           0,         239,      -8.144906799,      -5.938647666,      -6.536977854,      -2.163591309
          0,           0,         240,      -8.134871706,      -5.986725838,      -6.385343474,      -2.153574683
          0,           0,         241,       -8.13080141,      -5.961461795,      -6.524221265,      -2.149395108
          0,           0,         242,      -8.063404988,      -5.947937059,       -6.38974702,      -2.081758875
          0,           0,         243,      -8.046060391,      -5.950482513,      -6.345786282,      -2.064362175
          0,           0,         244,      -8.045280114,      -5.969561015,      -6.329785685,      -2.063563267
          0,           0,         245,      -8.054376486,      -5.991346034,      -6.342419144,      -2.072664126
          0,           0,         246,      -8.060231598,      -6.007128195,      -6.353157194,      -2.078521476
          0,           0,         247,      -8.063940121,      -6.017896334,      -6.358347668,      -2.082229192
          0,           0,         248,      -8.067512412,      -6.027545724,      -6.360098311,      -2.085797621
          0,           0,         249,      -8.073265921,      -6.037880232,      -6.363697713,      -2.091547362
          0,           0,         250,      -8.081707791,      -6.048430688,       -6.37093314,      -2.099987102
          0,           0,         251,      -8.092659414,      -6.058216576,      -6.381668611,      -2.110938378
          0,           0,         252,      -8.105761155,      -6.067004985,      -6.395035351,      -2.124041274
          0,           0,         253,      -8.120836906,      -6.075176275,      -6.410560827,       -2.13911973
          0,           0,         254,      -8.137833156,      -6.083083757,      -6.428168867,      -2.156120086
          0,           0,         255,      -8.156738903,      -6.090864508,      -6.447970522,      -2.175031453
          0,           0,         256,      -8.177553522,      -6.098558071,       -6.47003052,      -2.195853584
          0,           0,         257,      -8.200299747,      -6.106248372,      -6.494397321,      -2.218609931
          0,           0,         258,      -8.225013511,      -6.114061004,      -6.521157864,      -2.243337119
          0,           0,         259,      -8.251706887,      -6.121987455,      -6.550431556,      -2.270046756
          0,           0,         260,      -8.280341213,      -6.130245697,      -6.582316124,      -2.298701539
          0,           0,         261,      -8.310808566,      -6.138924347,       -6.61683711,      -2.329194302
          0,           0,         262,      -8.342898098,      -6.148045207,       -6.65391921,      -2.361314256
          0,           0,         263,      -8.419621838,      -6.215168634,      -6.656486193,      -2.438516165
          0,           0,         264,      -8.458098192,      -6.187004259,      -6.858762707,      -2.476911512
          0,           0,         265,      -8.501344284,      -6.237800332,      -6.798757436,      -2.520629421
          0,           0,         266,      -8.507767856,      -6.196658347,      -6.917632926,      -2.526721019
          0,           0,         267,      -8.549036703,      -6.242966356,      -6.829609761,      -2.568548825
          0,           0,         268,      -8.554541746,      -6.213030854,      -6.934773121,      -2.573650857
          0,           0,         269,      -8.610713011,      -6.260115362,      -6.888416783,      -2.630606166
          0,           0,         270,      -8.601644175,      -6.233636568,      -6.985290652,      -2.620929619
          0,           0,         271,      -8.663243495,      -6.279981554,      -6.949094681,      -2.683474172
          0,           0,         272,      -8.633375796,      -6.254358263,      -7.021525657,      -2.652743328
          0,           0,         273,      -8.689868773,      -6.300341322,      -6.972193655,       -2.71016048
          0,           0,         274,      -8.647398689,      -6.276489204,      -7.034285086,      -2.666727673
          0,           0,         275,      -8.691705996,      -6.322664279,      -6.964581213,      -2.711777314
          0,           0,         276,      -8.646439663,      -6.300072348,      -7.033439619,      -2.665641622
          0,           0,         277,      -8.674649573,      -6.346721234,      -6.938588487,      -2.694347062
          0,           0,         278,      -8.634703784,      -6.324593411,      -7.023016094,      -2.653738637
          0,           0,         279,      -8.647623729,      -6.371819066,      -6.904910557,      -2.666943066
          0,           0,         280,      -8.617562846,       -6.34937876,      -7.007690224,      -2.636435298
          0,           0,         281,      -8.618619296,      -6.397137086,      -6.871947633,      -2.637632064
          0,           0,         282,      -8.599556275,      -6.373683014,      -6.991656582,       -2.61829331
          0,           0,         283,      -8.592475434,      -6.422025378,      -6.843763439,      -2.611264774
          0,           0,         284,      -8.583769627,        -6.3970532,      -6.977391793,      -2.602403572
          0,           0,         285,      -8.571590438,      -6.446086723,      -6.821888598,      -2.590224971
          0,           0,         286,      -8.571885826,      -6.419140444,      -6.966309351,      -2.590445031
          0,           0,         287,      -8.505586606,      -6.405126827,        -6.8297183,      -2.523927583
          0,           0,         288,      -8.490085644,      -6.406708848,      -6.787597969,      -2.508379852
          0,           0,         289,      -8.491222042,      -6.426166133,      -6.773490437,      -2.509501774
          0,           0,         290,      -8.502329828,      -6.448301689,      -6.788616383,      -2.520617005
          0,           0,         291,      -8.509892527,      -6.463871612,      -6.801535709,      -2.528184208
          0,           0,         292,      -8.515149165,      -6.473972006,      -6.808618171,      -2.533441404
          0,           0,         293,      -8.520215552,      -6.482905708,      -6.812064848,      -2.538504759
          0,           0,         294,      -8.527507878,      -6.492631662,      -6.817390294,      -2.545793908
          0,           0,         295,      -8.537531192,      -6.502662812,      -6.826415708,      -2.555815498
          0,           0,         296,      -8.550090356,      -6.511986837,      -6.838983148,      -2.568374845
          0,           0,         297,      -8.564810915,      -6.520346968,      -6.854188711,      -2.583097229
          0,           0,         298,      -8.581517331,      -6.528128768,      -6.871558192,      -2.599806969
          0,           0,         299,      -8.600163143,      -6.535733854,       -6.89104976,      -2.618457594
          0,           0,         300,      -8.620737804,      -6.543327052,      -6.912789988,      -2.639038806
          0,           0,         301,      -8.643234709,      -6.550956681,      -6.936858368,      -2.661544458
          0,           0,         302,      -8.667668629,      -6.558698678,      -6.963299387,       -2.68599001
          0,           0,         303,      -8.694058348,      -6.566652749,      -6.992188236,      -2.712394887
          0,           0,         304,      -8.722398064,       -6.57494132,      -7.023631618,      -2.740753903
          0,           0,         305,      -8.752595227,      -6.583637416,      -7.057704727,      -2.770975117
          0,           0,         306,      -8.784488766,      -6.592803475,      -7.094385381,      -2.802897835
          0,           0,         307,      -8.860441898,       -6.66015056,      -7.096522885,      -2.879314184
          0,           0,         308,      -8.899742726,      -6.631963092,      -7.299991557,      -2.918541885
          0,           0,         309,      -8.941732042,      -6.682844295,      -7.238632398,      -2.960980995
          0,           0,         310,      -8.949267517,      -6.641489192,      -7.359074751,      -2.968203048
          0,           0,         311,      -8.989234636,      -6.687761486,      -7.269389222,      -3.008704345
          0,           0,         312,      -8.996374613,      -6.657800794,      -7.376313953,      -3.015465159
          0,           0,         313,      -9.051523677,       -6.70486203,      -7.328762944,      -3.071373875
          0,           0,         314,      -9.044580929,      -6.678423681,      -7.427606739,      -3.063851875
          0,           0,         315,       -9.10589947,       -6.72469429,       -7.39159079,      -3.126100648
          0,           0,         316,      -9.077962801,      -6.699130747,      -7.465372096,      -3.097326064
          0,           0,         317,      -9.135182205,      -6.744966907,      -7.417936241,      -3.155473713
          0,           0,         318,      -9.093786015,      -6.721246064,      -7.479872955,      -3.113123095
          0,           0,         319,      -9.139571221,      -6.767238459,      -7.413190396,      -3.159669985
          0,           0,         320,      -9.094314838,      -6.744815807,      -7.480609194,      -3.113533175
          0,           0,         321,      -9.124150625,      -6.791227372,      -7.388878835,      -3.143885775
          0,           0,         322,       -9.08350085,      -6.769317584,      -7.471288653,       -3.10255392
          0,           0,         323,      -9.097791044,      -6.816269916,      -7.355693385,      -3.117144301
          0,           0,         324,      -9.066719894,      -6.794157099,      -7.456473455,      -3.085609014
          0,           0,         325,      -9.068735791,       -6.84160751,      -7.322506253,      -3.087775189
          0,           0,         326,      -9.048658572,      -6.818588476,      -7.440499477,      -3.067409627
          0,           0,         327,      -9.042188725,       -6.86656869,      -7.293780966,      -3.060997516
          0,           0,         328,      -9.032551851,      -6.842097135,      -7.426014459,       -3.05119671
          0,           0,         329,      -9.020749785,      -6.890775053,      -7.271251025,      -3.039398341
          0,           0,         330,      -9.020235299,       -6.86439043,      -7.414568574,       -3.03880318
          0,           0,         331,      -8.953669451,      -6.850136323,      -7.278372831,      -2.972014726
          0,           0,         332,      -8.937778482,       -6.85192682,      -7.235678478,      -2.956075867
          0,           0,         333,      -8.938511001,      -6.871275187,      -7.221231042,      -2.956793152
          0,           0,         334,      -8.949177979,      -6.893358963,      -7.235792583,      -2.967467619
          0,           0,         335,      -8.956384083,      -6.909034492,      -7.248261247,      -2.974678025
